sensitivity,bin_number,NZAu_maj,vintage,value,name,interpolation_method,extrapolation_method,type
[d],5,tas,2037,0.45167870540639293,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2038,0.4523871795309179,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2039,0.4530626882684827,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2040,0.4537081831273519,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2041,0.4543261832334088,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2042,0.45491895058581827,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2043,0.45548846838127827,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2044,0.45603650425835324,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2045,0.4565645853319946,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2046,0.4570741543381746,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2047,0.45756643845151335,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2048,0.4580425829649495,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2049,0.45850360250436184,offshore wind|5,two_tier,two_tier,offshore
[d],5,tas,2050,0.45895043405862124,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2020,0.4671254660067009,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2021,0.47172637069973294,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2022,0.4752950868319214,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2023,0.47821096368677696,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2024,0.4806762603036464,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2025,0.48281182666667904,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2026,0.48469556347139603,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2027,0.48638056028272186,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2028,0.48790484502897896,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2029,0.48929642664706685,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2030,0.49057653007802954,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2031,0.49176171646635825,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2032,0.49286511794138066,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2033,0.49389729312425973,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2034,0.49486687257060086,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2035,0.49578102992897605,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2036,0.49664569655033974,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2037,0.49746604727658267,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2038,0.4982463267415462,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2039,0.4989903079900941,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2040,0.49970125211616245,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2041,0.5003818931045846,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2042,0.5010347385709004,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2043,0.5016619860449733,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2044,0.5022655945809229,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2045,0.5028471829238765,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2046,0.5034084290995932,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2047,0.5039506154249254,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2048,0.5044750405998372,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2049,0.5049827914135471,offshore wind|5,two_tier,two_tier,offshore
[d],5,vic-west,2050,0.50547491146688,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2020,0.37171687250838065,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2021,0.37537804345386183,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2022,0.3782178709262767,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2023,0.3805381772148374,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2024,0.38249997012820636,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2025,0.3841993517930622,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2026,0.38569831171719104,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2027,0.38703917649245784,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2028,0.38825213901568056,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2029,0.3893594855665737,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2030,0.390378144439136,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2031,0.391321277738565,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2032,0.39219931141211684,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2033,0.39302065737562003,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2034,0.3937921952483703,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2035,0.394519617299749,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2036,0.3952077025500183,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2037,0.39586048472776847,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2038,0.3964814094698201,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2039,0.3970734462674843,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2040,0.3976391573387943,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2041,0.39818079113467525,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2042,0.3987003105733112,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2043,0.3991994527783362,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2044,0.39967975221748736,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2045,0.4001425833066667,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2046,0.40058917153945717,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2047,0.4010206179618043,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2048,0.401437916574919,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2049,0.40184196455421733,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-north,2050,0.4022335783572937,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2020,0.4214536329957752,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2021,0.4256046830997453,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2022,0.4288244854651838,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2023,0.43145525773024507,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2024,0.4336795399702761,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2025,0.4356063037524836,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2026,0.43730583287501,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2027,0.43882610809194045,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2028,0.4402013656269098,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2029,0.44145687930529565,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2030,0.44261183710671925,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2031,0.4436811610310613,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2032,0.44467667937110833,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2033,0.44560792546493283,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2034,0.44648269715562006,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2035,0.44730745458745935,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2036,0.4480876036885174,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2037,0.4488277313706601,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2038,0.4495317372315342,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2039,0.45020298681172016,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2040,0.45084439750345834,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2041,0.4514585010137423,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2042,0.4520475314364732,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2043,0.45261345775945744,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2044,0.4531580267849377,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2045,0.45368278273950785,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2046,0.45418912846944487,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2047,0.4546783040917745,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2048,0.4551514397346383,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2049,0.45560955038734924,offshore wind|5,two_tier,two_tier,offshore
[d],5,wa-south,2050,0.4560535628881681,offshore wind|5,two_tier,two_tier,offshore
[d],2,ex-wa,2020,0.62087740530556,offshore wind|2,two_tier,two_tier,offshore
[d],2,ex-wa,2021,0.6269931430561076,offshore wind|2,two_tier,two_tier,offshore
[d],2,ex-wa,2022,0.6317362865306625,offshore wind|2,two_tier,two_tier,offshore
[d],2,ex-wa,2023,0.6356123430705575,offshore wind|2,two_tier,two_tier,offshore
[d],2,ex-wa,2024,0.6388882769119721,offshore wind|2,two_tier,two_tier,offshore
